"person","item","poly","dich","description","anger","male","do","other","scold","shout"
271,14,1,1,"want bus scold",19,0,1,1,1,0
271,15,0,0,"want bus shout",19,0,1,1,0,1
271,16,1,1,"want train curse",19,0,1,1,0,0
271,17,1,1,"want train scold",19,0,1,1,1,0
271,18,0,0,"want train shout",19,0,1,1,0,1
271,19,1,1,"want store curse",19,0,1,0,0,0
271,20,1,1,"want store scold",19,0,1,0,1,0
271,21,0,0,"want store shout",19,0,1,0,0,1
271,22,2,1,"want operator curse",19,0,1,0,0,0
271,23,2,1,"want operator scold",19,0,1,0,1,0
271,24,0,0,"want operator shout",19,0,1,0,0,1
272,1,2,1,"do bus curse",25,0,0,1,0,0
272,2,2,1,"do bus scold",25,0,0,1,1,0
272,3,2,1,"do bus shout",25,0,0,1,0,1
272,4,2,1,"do train curse",25,0,0,1,0,0
272,5,2,1,"do train scold",25,0,0,1,1,0
272,6,2,1,"do train shout",25,0,0,1,0,1
272,7,2,1,"do store curse",25,0,0,0,0,0
272,8,2,1,"do store scold",25,0,0,0,1,0
272,9,1,1,"do store shout",25,0,0,0,0,1
272,10,2,1,"do operator curse",25,0,0,0,0,0
272,11,2,1,"do operator scold",25,0,0,0,1,0
272,12,2,1,"do operator shout",25,0,0,0,0,1
272,13,1,1,"want bus curse",25,0,1,1,0,0
272,14,1,1,"want bus scold",25,0,1,1,1,0
272,15,1,1,"want bus shout",25,0,1,1,0,1
272,16,1,1,"want train curse",25,0,1,1,0,0
272,17,1,1,"want train scold",25,0,1,1,1,0
272,18,0,0,"want train shout",25,0,1,1,0,1
272,19,2,1,"want store curse",25,0,1,0,0,0
272,20,1,1,"want store scold",25,0,1,0,1,0
272,21,0,0,"want store shout",25,0,1,0,0,1
272,22,1,1,"want operator curse",25,0,1,0,0,0
272,23,0,0,"want operator scold",25,0,1,0,1,0
272,24,0,0,"want operator shout",25,0,1,0,0,1
273,1,2,1,"do bus curse",20,1,0,1,0,0
273,2,2,1,"do bus scold",20,1,0,1,1,0
273,3,2,1,"do bus shout",20,1,0,1,0,1
273,4,1,1,"do train curse",20,1,0,1,0,0
273,5,2,1,"do train scold",20,1,0,1,1,0
273,6,2,1,"do train shout",20,1,0,1,0,1
273,7,0,0,"do store curse",20,1,0,0,0,0
273,8,2,1,"do store scold",20,1,0,0,1,0
273,9,0,0,"do store shout",20,1,0,0,0,1
273,10,1,1,"do operator curse",20,1,0,0,0,0
273,11,1,1,"do operator scold",20,1,0,0,1,0
273,12,1,1,"do operator shout",20,1,0,0,0,1
273,13,2,1,"want bus curse",20,1,1,1,0,0
273,14,2,1,"want bus scold",20,1,1,1,1,0
273,15,0,0,"want bus shout",20,1,1,1,0,1
273,16,1,1,"want train curse",20,1,1,1,0,0
273,17,1,1,"want train scold",20,1,1,1,1,0
273,18,0,0,"want train shout",20,1,1,1,0,1
273,19,0,0,"want store curse",20,1,1,0,0,0
273,20,0,0,"want store scold",20,1,1,0,1,0
273,21,0,0,"want store shout",20,1,1,0,0,1
273,22,1,1,"want operator curse",20,1,1,0,0,0
273,23,1,1,"want operator scold",20,1,1,0,1,0
273,24,0,0,"want operator shout",20,1,1,0,0,1
274,1,2,1,"do bus curse",26,0,0,1,0,0
274,2,2,1,"do bus scold",26,0,0,1,1,0
274,3,0,0,"do bus shout",26,0,0,1,0,1
274,4,2,1,"do train curse",26,0,0,1,0,0
274,5,2,1,"do train scold",26,0,0,1,1,0
274,6,0,0,"do train shout",26,0,0,1,0,1
274,7,2,1,"do store curse",26,0,0,0,0,0
274,8,1,1,"do store scold",26,0,0,0,1,0
274,9,0,0,"do store shout",26,0,0,0,0,1
274,10,2,1,"do operator curse",26,0,0,0,0,0
274,11,0,0,"do operator scold",26,0,0,0,1,0
274,12,0,0,"do operator shout",26,0,0,0,0,1
274,13,2,1,"want bus curse",26,0,1,1,0,0
274,14,2,1,"want bus scold",26,0,1,1,1,0
274,15,0,0,"want bus shout",26,0,1,1,0,1
274,16,2,1,"want train curse",26,0,1,1,0,0
274,17,1,1,"want train scold",26,0,1,1,1,0
274,18,0,0,"want train shout",26,0,1,1,0,1
274,19,2,1,"want store curse",26,0,1,0,0,0
274,20,1,1,"want store scold",26,0,1,0,1,0
274,21,0,0,"want store shout",26,0,1,0,0,1
274,22,2,1,"want operator curse",26,0,1,0,0,0
274,23,0,0,"want operator scold",26,0,1,0,1,0
274,24,0,0,"want operator shout",26,0,1,0,0,1
275,1,2,1,"do bus curse",21,0,0,1,0,0
275,2,2,1,"do bus scold",21,0,0,1,1,0
275,3,2,1,"do bus shout",21,0,0,1,0,1
275,4,2,1,"do train curse",21,0,0,1,0,0
275,5,1,1,"do train scold",21,0,0,1,1,0
275,6,1,1,"do train shout",21,0,0,1,0,1
275,7,1,1,"do store curse",21,0,0,0,0,0
275,8,1,1,"do store scold",21,0,0,0,1,0
275,9,0,0,"do store shout",21,0,0,0,0,1
275,10,2,1,"do operator curse",21,0,0,0,0,0
275,11,0,0,"do operator scold",21,0,0,0,1,0
275,12,0,0,"do operator shout",21,0,0,0,0,1
275,13,1,1,"want bus curse",21,0,1,1,0,0
275,14,1,1,"want bus scold",21,0,1,1,1,0
275,15,0,0,"want bus shout",21,0,1,1,0,1
275,16,1,1,"want train curse",21,0,1,1,0,0
275,17,1,1,"want train scold",21,0,1,1,1,0
275,18,0,0,"want train shout",21,0,1,1,0,1
275,19,1,1,"want store curse",21,0,1,0,0,0
275,20,1,1,"want store scold",21,0,1,0,1,0
275,21,0,0,"want store shout",21,0,1,0,0,1
275,22,1,1,"want operator curse",21,0,1,0,0,0
275,23,0,0,"want operator scold",21,0,1,0,1,0
275,24,0,0,"want operator shout",21,0,1,0,0,1
276,1,2,1,"do bus curse",15,0,0,1,0,0
276,2,0,0,"do bus scold",15,0,0,1,1,0
276,3,0,0,"do bus shout",15,0,0,1,0,1
276,4,2,1,"do train curse",15,0,0,1,0,0
276,5,0,0,"do train scold",15,0,0,1,1,0
276,6,0,0,"do train shout",15,0,0,1,0,1
276,7,1,1,"do store curse",15,0,0,0,0,0
276,8,0,0,"do store scold",15,0,0,0,1,0
276,9,0,0,"do store shout",15,0,0,0,0,1
276,10,2,1,"do operator curse",15,0,0,0,0,0
276,11,0,0,"do operator scold",15,0,0,0,1,0
276,12,0,0,"do operator shout",15,0,0,0,0,1
276,13,1,1,"want bus curse",15,0,1,1,0,0
276,14,0,0,"want bus scold",15,0,1,1,1,0
276,15,0,0,"want bus shout",15,0,1,1,0,1
276,16,2,1,"want train curse",15,0,1,1,0,0
276,17,0,0,"want train scold",15,0,1,1,1,0
276,18,0,0,"want train shout",15,0,1,1,0,1
276,19,1,1,"want store curse",15,0,1,0,0,0
276,20,0,0,"want store scold",15,0,1,0,1,0
276,21,0,0,"want store shout",15,0,1,0,0,1
276,22,1,1,"want operator curse",15,0,1,0,0,0
276,23,0,0,"want operator scold",15,0,1,0,1,0
276,24,0,0,"want operator shout",15,0,1,0,0,1
277,1,0,0,"do bus curse",18,0,0,1,0,0
277,2,1,1,"do bus scold",18,0,0,1,1,0
277,3,1,1,"do bus shout",18,0,0,1,0,1
277,4,1,1,"do train curse",18,0,0,1,0,0
277,5,2,1,"do train scold",18,0,0,1,1,0
277,6,2,1,"do train shout",18,0,0,1,0,1
277,7,0,0,"do store curse",18,0,0,0,0,0
277,8,0,0,"do store scold",18,0,0,0,1,0
277,9,0,0,"do store shout",18,0,0,0,0,1
277,10,1,1,"do operator curse",18,0,0,0,0,0
277,11,1,1,"do operator scold",18,0,0,0,1,0
277,12,1,1,"do operator shout",18,0,0,0,0,1
277,13,0,0,"want bus curse",18,0,1,1,0,0
277,14,0,0,"want bus scold",18,0,1,1,1,0
277,15,0,0,"want bus shout",18,0,1,1,0,1
277,16,0,0,"want train curse",18,0,1,1,0,0
277,17,0,0,"want train scold",18,0,1,1,1,0
277,18,0,0,"want train shout",18,0,1,1,0,1
277,19,0,0,"want store curse",18,0,1,0,0,0
277,20,0,0,"want store scold",18,0,1,0,1,0
277,21,0,0,"want store shout",18,0,1,0,0,1
277,22,0,0,"want operator curse",18,0,1,0,0,0
277,23,0,0,"want operator scold",18,0,1,0,1,0
277,24,0,0,"want operator shout",18,0,1,0,0,1
278,1,1,1,"do bus curse",21,0,0,1,0,0
278,2,1,1,"do bus scold",21,0,0,1,1,0
278,3,0,0,"do bus shout",21,0,0,1,0,1
278,4,1,1,"do train curse",21,0,0,1,0,0
278,5,0,0,"do train scold",21,0,0,1,1,0
278,6,0,0,"do train shout",21,0,0,1,0,1
278,7,2,1,"do store curse",21,0,0,0,0,0
278,8,1,1,"do store scold",21,0,0,0,1,0
278,9,1,1,"do store shout",21,0,0,0,0,1
278,10,2,1,"do operator curse",21,0,0,0,0,0
278,11,0,0,"do operator scold",21,0,0,0,1,0
278,12,0,0,"do operator shout",21,0,0,0,0,1
278,13,1,1,"want bus curse",21,0,1,1,0,0
278,14,0,0,"want bus scold",21,0,1,1,1,0
278,15,0,0,"want bus shout",21,0,1,1,0,1
278,16,0,0,"want train curse",21,0,1,1,0,0
278,17,0,0,"want train scold",21,0,1,1,1,0
278,18,0,0,"want train shout",21,0,1,1,0,1
278,19,1,1,"want store curse",21,0,1,0,0,0
278,20,1,1,"want store scold",21,0,1,0,1,0
278,21,0,0,"want store shout",21,0,1,0,0,1
278,22,0,0,"want operator curse",21,0,1,0,0,0
278,23,0,0,"want operator scold",21,0,1,0,1,0
278,24,0,0,"want operator shout",21,0,1,0,0,1
279,1,0,0,"do bus curse",17,0,0,1,0,0
279,2,0,0,"do bus scold",17,0,0,1,1,0
279,3,0,0,"do bus shout",17,0,0,1,0,1
279,4,2,1,"do train curse",17,0,0,1,0,0
279,5,2,1,"do train scold",17,0,0,1,1,0
279,6,2,1,"do train shout",17,0,0,1,0,1
279,7,0,0,"do store curse",17,0,0,0,0,0
279,8,0,0,"do store scold",17,0,0,0,1,0
279,9,0,0,"do store shout",17,0,0,0,0,1
279,10,0,0,"do operator curse",17,0,0,0,0,0
279,11,0,0,"do operator scold",17,0,0,0,1,0
279,12,0,0,"do operator shout",17,0,0,0,0,1
279,13,0,0,"want bus curse",17,0,1,1,0,0
279,14,0,0,"want bus scold",17,0,1,1,1,0
279,15,0,0,"want bus shout",17,0,1,1,0,1
279,16,0,0,"want train curse",17,0,1,1,0,0
279,17,0,0,"want train scold",17,0,1,1,1,0
279,18,0,0,"want train shout",17,0,1,1,0,1
279,19,0,0,"want store curse",17,0,1,0,0,0
279,20,0,0,"want store scold",17,0,1,0,1,0
279,21,0,0,"want store shout",17,0,1,0,0,1
279,22,0,0,"want operator curse",17,0,1,0,0,0
279,23,0,0,"want operator scold",17,0,1,0,1,0
279,24,0,0,"want operator shout",17,0,1,0,0,1
280,1,0,0,"do bus curse",15,0,0,1,0,0
280,2,0,0,"do bus scold",15,0,0,1,1,0
280,3,0,0,"do bus shout",15,0,0,1,0,1
280,4,0,0,"do train curse",15,0,0,1,0,0
280,5,0,0,"do train scold",15,0,0,1,1,0
280,6,0,0,"do train shout",15,0,0,1,0,1
280,7,1,1,"do store curse",15,0,0,0,0,0
280,8,2,1,"do store scold",15,0,0,0,1,0
280,9,0,0,"do store shout",15,0,0,0,0,1
280,10,0,0,"do operator curse",15,0,0,0,0,0
280,11,0,0,"do operator scold",15,0,0,0,1,0
280,12,0,0,"do operator shout",15,0,0,0,0,1
280,13,1,1,"want bus curse",15,0,1,1,0,0
280,14,2,1,"want bus scold",15,0,1,1,1,0
280,15,0,0,"want bus shout",15,0,1,1,0,1
280,16,1,1,"want train curse",15,0,1,1,0,0
280,17,0,0,"want train scold",15,0,1,1,1,0
280,18,0,0,"want train shout",15,0,1,1,0,1
280,19,0,0,"want store curse",15,0,1,0,0,0
280,20,0,0,"want store scold",15,0,1,0,1,0
280,21,0,0,"want store shout",15,0,1,0,0,1
280,22,0,0,"want operator curse",15,0,1,0,0,0
280,23,2,1,"want operator scold",15,0,1,0,1,0
280,24,0,0,"want operator shout",15,0,1,0,0,1
281,1,2,1,"do bus curse",22,0,0,1,0,0
281,2,2,1,"do bus scold",22,0,0,1,1,0
281,3,1,1,"do bus shout",22,0,0,1,0,1
281,4,2,1,"do train curse",22,0,0,1,0,0
281,5,2,1,"do train scold",22,0,0,1,1,0
281,6,1,1,"do train shout",22,0,0,1,0,1
281,7,2,1,"do store curse",22,0,0,0,0,0
281,8,2,1,"do store scold",22,0,0,0,1,0
281,9,0,0,"do store shout",22,0,0,0,0,1
281,10,2,1,"do operator curse",22,0,0,0,0,0
281,11,2,1,"do operator scold",22,0,0,0,1,0
281,12,2,1,"do operator shout",22,0,0,0,0,1
281,13,2,1,"want bus curse",22,0,1,1,0,0
281,14,2,1,"want bus scold",22,0,1,1,1,0
281,15,0,0,"want bus shout",22,0,1,1,0,1
281,16,2,1,"want train curse",22,0,1,1,0,0
281,17,1,1,"want train scold",22,0,1,1,1,0
281,18,0,0,"want train shout",22,0,1,1,0,1
281,19,1,1,"want store curse",22,0,1,0,0,0
281,20,1,1,"want store scold",22,0,1,0,1,0
281,21,0,0,"want store shout",22,0,1,0,0,1
281,22,2,1,"want operator curse",22,0,1,0,0,0
281,23,0,0,"want operator scold",22,0,1,0,1,0
281,24,0,0,"want operator shout",22,0,1,0,0,1
282,1,2,1,"do bus curse",19,1,0,1,0,0
282,2,1,1,"do bus scold",19,1,0,1,1,0
282,3,0,0,"do bus shout",19,1,0,1,0,1
282,4,1,1,"do train curse",19,1,0,1,0,0
282,5,0,0,"do train scold",19,1,0,1,1,0
282,6,0,0,"do train shout",19,1,0,1,0,1
282,7,1,1,"do store curse",19,1,0,0,0,0
282,8,1,1,"do store scold",19,1,0,0,1,0
282,9,0,0,"do store shout",19,1,0,0,0,1
282,10,1,1,"do operator curse",19,1,0,0,0,0
282,11,0,0,"do operator scold",19,1,0,0,1,0
282,12,0,0,"do operator shout",19,1,0,0,0,1
282,13,1,1,"want bus curse",19,1,1,1,0,0
282,14,1,1,"want bus scold",19,1,1,1,1,0
282,15,0,0,"want bus shout",19,1,1,1,0,1
282,16,0,0,"want train curse",19,1,1,1,0,0
282,17,0,0,"want train scold",19,1,1,1,1,0
282,18,0,0,"want train shout",19,1,1,1,0,1
282,19,1,1,"want store curse",19,1,1,0,0,0
282,20,0,0,"want store scold",19,1,1,0,1,0
282,21,0,0,"want store shout",19,1,1,0,0,1
282,22,0,0,"want operator curse",19,1,1,0,0,0
282,23,0,0,"want operator scold",19,1,1,0,1,0
282,24,0,0,"want operator shout",19,1,1,0,0,1
283,1,1,1,"do bus curse",19,1,0,1,0,0
283,2,1,1,"do bus scold",19,1,0,1,1,0
283,3,0,0,"do bus shout",19,1,0,1,0,1
283,4,1,1,"do train curse",19,1,0,1,0,0
283,5,1,1,"do train scold",19,1,0,1,1,0
283,6,0,0,"do train shout",19,1,0,1,0,1
283,7,1,1,"do store curse",19,1,0,0,0,0
283,8,1,1,"do store scold",19,1,0,0,1,0
283,9,0,0,"do store shout",19,1,0,0,0,1
283,10,0,0,"do operator curse",19,1,0,0,0,0
283,11,0,0,"do operator scold",19,1,0,0,1,0
283,12,0,0,"do operator shout",19,1,0,0,0,1
283,13,0,0,"want bus curse",19,1,1,1,0,0
283,14,0,0,"want bus scold",19,1,1,1,1,0
283,15,0,0,"want bus shout",19,1,1,1,0,1
283,16,0,0,"want train curse",19,1,1,1,0,0
283,17,0,0,"want train scold",19,1,1,1,1,0
283,18,0,0,"want train shout",19,1,1,1,0,1
283,19,1,1,"want store curse",19,1,1,0,0,0
283,20,1,1,"want store scold",19,1,1,0,1,0
283,21,0,0,"want store shout",19,1,1,0,0,1
283,22,0,0,"want operator curse",19,1,1,0,0,0
283,23,0,0,"want operator scold",19,1,1,0,1,0
283,24,0,0,"want operator shout",19,1,1,0,0,1
284,1,1,1,"do bus curse",18,0,0,1,0,0
284,2,1,1,"do bus scold",18,0,0,1,1,0
284,3,1,1,"do bus shout",18,0,0,1,0,1
284,4,2,1,"do train curse",18,0,0,1,0,0
284,5,2,1,"do train scold",18,0,0,1,1,0
284,6,2,1,"do train shout",18,0,0,1,0,1
284,7,1,1,"do store curse",18,0,0,0,0,0
284,8,1,1,"do store scold",18,0,0,0,1,0
284,9,0,0,"do store shout",18,0,0,0,0,1
284,10,2,1,"do operator curse",18,0,0,0,0,0
284,11,2,1,"do operator scold",18,0,0,0,1,0
284,12,2,1,"do operator shout",18,0,0,0,0,1
284,13,1,1,"want bus curse",18,0,1,1,0,0
284,14,1,1,"want bus scold",18,0,1,1,1,0
284,15,0,0,"want bus shout",18,0,1,1,0,1
284,16,2,1,"want train curse",18,0,1,1,0,0
284,17,2,1,"want train scold",18,0,1,1,1,0
284,18,0,0,"want train shout",18,0,1,1,0,1
284,19,0,0,"want store curse",18,0,1,0,0,0
284,20,0,0,"want store scold",18,0,1,0,1,0
284,21,0,0,"want store shout",18,0,1,0,0,1
284,22,1,1,"want operator curse",18,0,1,0,0,0
284,23,1,1,"want operator scold",18,0,1,0,1,0
284,24,0,0,"want operator shout",18,0,1,0,0,1
285,1,1,1,"do bus curse",18,0,0,1,0,0
285,2,2,1,"do bus scold",18,0,0,1,1,0
285,3,2,1,"do bus shout",18,0,0,1,0,1
285,4,2,1,"do train curse",18,0,0,1,0,0
285,5,2,1,"do train scold",18,0,0,1,1,0
285,6,0,0,"do train shout",18,0,0,1,0,1
285,7,2,1,"do store curse",18,0,0,0,0,0
285,8,1,1,"do store scold",18,0,0,0,1,0
285,9,1,1,"do store shout",18,0,0,0,0,1
285,10,2,1,"do operator curse",18,0,0,0,0,0
285,11,2,1,"do operator scold",18,0,0,0,1,0
285,12,0,0,"do operator shout",18,0,0,0,0,1
285,13,0,0,"want bus curse",18,0,1,1,0,0
285,14,1,1,"want bus scold",18,0,1,1,1,0
285,15,0,0,"want bus shout",18,0,1,1,0,1
285,16,2,1,"want train curse",18,0,1,1,0,0
285,17,2,1,"want train scold",18,0,1,1,1,0
285,18,0,0,"want train shout",18,0,1,1,0,1
285,19,1,1,"want store curse",18,0,1,0,0,0
285,20,2,1,"want store scold",18,0,1,0,1,0
285,21,0,0,"want store shout",18,0,1,0,0,1
285,22,0,0,"want operator curse",18,0,1,0,0,0
285,23,2,1,"want operator scold",18,0,1,0,1,0
285,24,0,0,"want operator shout",18,0,1,0,0,1
286,1,0,0,"do bus curse",16,1,0,1,0,0
286,2,2,1,"do bus scold",16,1,0,1,1,0
286,3,1,1,"do bus shout",16,1,0,1,0,1
286,4,2,1,"do train curse",16,1,0,1,0,0
286,5,2,1,"do train scold",16,1,0,1,1,0
286,6,0,0,"do train shout",16,1,0,1,0,1
286,7,0,0,"do store curse",16,1,0,0,0,0
286,8,0,0,"do store scold",16,1,0,0,1,0
286,9,0,0,"do store shout",16,1,0,0,0,1
286,10,2,1,"do operator curse",16,1,0,0,0,0
286,11,1,1,"do operator scold",16,1,0,0,1,0
286,12,0,0,"do operator shout",16,1,0,0,0,1
286,13,2,1,"want bus curse",16,1,1,1,0,0
286,14,2,1,"want bus scold",16,1,1,1,1,0
286,15,1,1,"want bus shout",16,1,1,1,0,1
286,16,2,1,"want train curse",16,1,1,1,0,0
286,17,2,1,"want train scold",16,1,1,1,1,0
286,18,0,0,"want train shout",16,1,1,1,0,1
286,19,0,0,"want store curse",16,1,1,0,0,0
286,20,1,1,"want store scold",16,1,1,0,1,0
286,21,0,0,"want store shout",16,1,1,0,0,1
286,22,1,1,"want operator curse",16,1,1,0,0,0
286,23,1,1,"want operator scold",16,1,1,0,1,0
286,24,0,0,"want operator shout",16,1,1,0,0,1
287,1,2,1,"do bus curse",22,0,0,1,0,0
287,2,1,1,"do bus scold",22,0,0,1,1,0
287,3,0,0,"do bus shout",22,0,0,1,0,1
287,4,1,1,"do train curse",22,0,0,1,0,0
287,5,1,1,"do train scold",22,0,0,1,1,0
287,6,1,1,"do train shout",22,0,0,1,0,1
287,7,1,1,"do store curse",22,0,0,0,0,0
287,8,1,1,"do store scold",22,0,0,0,1,0
287,9,0,0,"do store shout",22,0,0,0,0,1
287,10,0,0,"do operator curse",22,0,0,0,0,0
287,11,0,0,"do operator scold",22,0,0,0,1,0
287,12,0,0,"do operator shout",22,0,0,0,0,1
287,13,0,0,"want bus curse",22,0,1,1,0,0
287,14,0,0,"want bus scold",22,0,1,1,1,0
287,15,0,0,"want bus shout",22,0,1,1,0,1
287,16,0,0,"want train curse",22,0,1,1,0,0
287,17,0,0,"want train scold",22,0,1,1,1,0
287,18,0,0,"want train shout",22,0,1,1,0,1
287,19,0,0,"want store curse",22,0,1,0,0,0
287,20,0,0,"want store scold",22,0,1,0,1,0
287,21,0,0,"want store shout",22,0,1,0,0,1
287,22,0,0,"want operator curse",22,0,1,0,0,0
287,23,0,0,"want operator scold",22,0,1,0,1,0
287,24,0,0,"want operator shout",22,0,1,0,0,1
288,1,2,1,"do bus curse",19,0,0,1,0,0
288,2,0,0,"do bus scold",19,0,0,1,1,0
288,3,2,1,"do bus shout",19,0,0,1,0,1
288,4,2,1,"do train curse",19,0,0,1,0,0
288,5,2,1,"do train scold",19,0,0,1,1,0
288,6,2,1,"do train shout",19,0,0,1,0,1
288,7,2,1,"do store curse",19,0,0,0,0,0
288,8,0,0,"do store scold",19,0,0,0,1,0
288,9,1,1,"do store shout",19,0,0,0,0,1
288,10,2,1,"do operator curse",19,0,0,0,0,0
288,11,2,1,"do operator scold",19,0,0,0,1,0
288,12,2,1,"do operator shout",19,0,0,0,0,1
288,13,1,1,"want bus curse",19,0,1,1,0,0
288,14,1,1,"want bus scold",19,0,1,1,1,0
288,15,0,0,"want bus shout",19,0,1,1,0,1
288,16,0,0,"want train curse",19,0,1,1,0,0
288,17,0,0,"want train scold",19,0,1,1,1,0
288,18,0,0,"want train shout",19,0,1,1,0,1
288,19,2,1,"want store curse",19,0,1,0,0,0
288,20,0,0,"want store scold",19,0,1,0,1,0
288,21,0,0,"want store shout",19,0,1,0,0,1
288,22,2,1,"want operator curse",19,0,1,0,0,0
288,23,0,0,"want operator scold",19,0,1,0,1,0
288,24,0,0,"want operator shout",19,0,1,0,0,1
289,1,2,1,"do bus curse",25,0,0,1,0,0
289,2,2,1,"do bus scold",25,0,0,1,1,0
289,3,1,1,"do bus shout",25,0,0,1,0,1
289,4,2,1,"do train curse",25,0,0,1,0,0
289,5,2,1,"do train scold",25,0,0,1,1,0
289,6,2,1,"do train shout",25,0,0,1,0,1
289,7,2,1,"do store curse",25,0,0,0,0,0
289,8,0,0,"do store scold",25,0,0,0,1,0
289,9,1,1,"do store shout",25,0,0,0,0,1
289,10,2,1,"do operator curse",25,0,0,0,0,0
289,11,0,0,"do operator scold",25,0,0,0,1,0
289,12,0,0,"do operator shout",25,0,0,0,0,1
289,13,2,1,"want bus curse",25,0,1,1,0,0
289,14,2,1,"want bus scold",25,0,1,1,1,0
289,15,0,0,"want bus shout",25,0,1,1,0,1
289,16,2,1,"want train curse",25,0,1,1,0,0
289,17,0,0,"want train scold",25,0,1,1,1,0
289,18,0,0,"want train shout",25,0,1,1,0,1
289,19,2,1,"want store curse",25,0,1,0,0,0
289,20,0,0,"want store scold",25,0,1,0,1,0
289,21,0,0,"want store shout",25,0,1,0,0,1
289,22,2,1,"want operator curse",25,0,1,0,0,0
289,23,0,0,"want operator scold",25,0,1,0,1,0
289,24,0,0,"want operator shout",25,0,1,0,0,1
290,1,1,1,"do bus curse",17,1,0,1,0,0
290,2,0,0,"do bus scold",17,1,0,1,1,0
290,3,1,1,"do bus shout",17,1,0,1,0,1
290,4,2,1,"do train curse",17,1,0,1,0,0
290,5,0,0,"do train scold",17,1,0,1,1,0
290,6,0,0,"do train shout",17,1,0,1,0,1
290,7,2,1,"do store curse",17,1,0,0,0,0
290,8,2,1,"do store scold",17,1,0,0,1,0
290,9,0,0,"do store shout",17,1,0,0,0,1
290,10,1,1,"do operator curse",17,1,0,0,0,0
290,11,0,0,"do operator scold",17,1,0,0,1,0
290,12,0,0,"do operator shout",17,1,0,0,0,1
290,13,1,1,"want bus curse",17,1,1,1,0,0
290,14,1,1,"want bus scold",17,1,1,1,1,0
290,15,0,0,"want bus shout",17,1,1,1,0,1
290,16,0,0,"want train curse",17,1,1,1,0,0
290,17,0,0,"want train scold",17,1,1,1,1,0
290,18,0,0,"want train shout",17,1,1,1,0,1
290,19,1,1,"want store curse",17,1,1,0,0,0
290,20,0,0,"want store scold",17,1,1,0,1,0
290,21,0,0,"want store shout",17,1,1,0,0,1
290,22,0,0,"want operator curse",17,1,1,0,0,0
290,23,0,0,"want operator scold",17,1,1,0,1,0
290,24,0,0,"want operator shout",17,1,1,0,0,1
291,1,2,1,"do bus curse",30,0,0,1,0,0
291,2,0,0,"do bus scold",30,0,0,1,1,0
291,3,1,1,"do bus shout",30,0,0,1,0,1
291,4,2,1,"do train curse",30,0,0,1,0,0
291,5,2,1,"do train scold",30,0,0,1,1,0
291,6,2,1,"do train shout",30,0,0,1,0,1
291,7,1,1,"do store curse",30,0,0,0,0,0
291,8,0,0,"do store scold",30,0,0,0,1,0
291,9,0,0,"do store shout",30,0,0,0,0,1
291,10,2,1,"do operator curse",30,0,0,0,0,0
291,11,0,0,"do operator scold",30,0,0,0,1,0
291,12,2,1,"do operator shout",30,0,0,0,0,1
291,13,2,1,"want bus curse",30,0,1,1,0,0
291,14,0,0,"want bus scold",30,0,1,1,1,0
291,15,0,0,"want bus shout",30,0,1,1,0,1
291,16,2,1,"want train curse",30,0,1,1,0,0
291,17,0,0,"want train scold",30,0,1,1,1,0
291,18,2,1,"want train shout",30,0,1,1,0,1
291,19,1,1,"want store curse",30,0,1,0,0,0
291,20,0,0,"want store scold",30,0,1,0,1,0
291,21,0,0,"want store shout",30,0,1,0,0,1
291,22,2,1,"want operator curse",30,0,1,0,0,0
291,23,0,0,"want operator scold",30,0,1,0,1,0
291,24,2,1,"want operator shout",30,0,1,0,0,1
292,1,1,1,"do bus curse",29,0,0,1,0,0
292,2,1,1,"do bus scold",29,0,0,1,1,0
292,3,1,1,"do bus shout",29,0,0,1,0,1
292,4,1,1,"do train curse",29,0,0,1,0,0
292,5,1,1,"do train scold",29,0,0,1,1,0
292,6,1,1,"do train shout",29,0,0,1,0,1
292,7,2,1,"do store curse",29,0,0,0,0,0
292,8,1,1,"do store scold",29,0,0,0,1,0
292,9,0,0,"do store shout",29,0,0,0,0,1
292,10,1,1,"do operator curse",29,0,0,0,0,0
292,11,2,1,"do operator scold",29,0,0,0,1,0
292,12,2,1,"do operator shout",29,0,0,0,0,1
292,13,0,0,"want bus curse",29,0,1,1,0,0
292,14,0,0,"want bus scold",29,0,1,1,1,0
292,15,0,0,"want bus shout",29,0,1,1,0,1
292,16,0,0,"want train curse",29,0,1,1,0,0
292,17,0,0,"want train scold",29,0,1,1,1,0
292,18,0,0,"want train shout",29,0,1,1,0,1
292,19,0,0,"want store curse",29,0,1,0,0,0
292,20,0,0,"want store scold",29,0,1,0,1,0
292,21,0,0,"want store shout",29,0,1,0,0,1
292,22,0,0,"want operator curse",29,0,1,0,0,0
292,23,0,0,"want operator scold",29,0,1,0,1,0
292,24,1,1,"want operator shout",29,0,1,0,0,1
293,1,2,1,"do bus curse",27,0,0,1,0,0
293,2,2,1,"do bus scold",27,0,0,1,1,0
293,3,2,1,"do bus shout",27,0,0,1,0,1
293,4,1,1,"do train curse",27,0,0,1,0,0
293,5,1,1,"do train scold",27,0,0,1,1,0
293,6,1,1,"do train shout",27,0,0,1,0,1
293,7,2,1,"do store curse",27,0,0,0,0,0
293,8,1,1,"do store scold",27,0,0,0,1,0
293,9,1,1,"do store shout",27,0,0,0,0,1
293,10,1,1,"do operator curse",27,0,0,0,0,0
293,11,1,1,"do operator scold",27,0,0,0,1,0
293,12,1,1,"do operator shout",27,0,0,0,0,1
